particle,t,xpos,ypos
1689,2,7.5,7.5
1690,0,7.5,7.5
1690,2,7.5,7.5
1691,0,7.5,7.5
1691,2,7.5,7.5
1692,0,7.5,7.5
1692,2,8.5,7.5
1693,0,7.5,7.5
1693,2,8.5,7.5
1694,0,7.5,7.5
1694,2,8.5,7.5
1695,0,7.5,7.5
1695,2,8.5,7.5
1696,0,7.5,7.5
1696,2,8.5,7.5
1697,0,7.5,7.5
1697,2,8.5,7.5
1698,0,7.5,7.5
1698,2,8.5,7.5
1699,0,7.5,7.5
1699,2,8.5,7.5
1700,0,8.5,7.5
1700,2,8.5,7.5
1701,0,8.5,7.5
1701,2,8.5,7.5
1702,0,8.5,7.5
1702,2,8.5,7.5
1703,0,8.5,7.5
1703,2,8.5,7.5
1704,0,8.5,7.5
1704,2,8.5,7.5
1705,0,8.5,7.5
1705,2,8.5,7.5
1706,0,8.5,7.5
1706,2,8.5,7.5
1707,0,8.5,7.5
1707,2,8.5,7.5
1708,0,8.5,7.5
1708,2,8.5,7.5
1709,0,8.5,7.5
1709,2,8.5,7.5
1710,0,8.5,7.5
1710,2,8.5,7.5
1711,0,8.5,7.5
1711,2,8.5,7.5
1712,0,8.5,7.5
1712,2,9.5,7.5
1713,0,8.5,7.5
1713,2,9.5,7.5
1714,0,8.5,7.5
1714,2,9.5,7.5
1715,0,8.5,7.5
1715,2,9.5,7.5
1716,0,8.5,7.5
1716,2,9.5,7.5
1717,0,8.5,7.5
1717,2,9.5,7.5
1718,0,8.5,7.5
1718,2,9.5,7.5
1719,0,8.5,7.5
1719,2,9.5,7.5
1720,0,9.5,7.5
1720,2,9.5,7.5
1721,0,9.5,7.5
1721,2,9.5,7.5
1722,0,9.5,7.5
1722,2,9.5,7.5
1723,0,9.5,7.5
1723,2,9.5,7.5
1724,0,9.5,7.5
1724,2,9.5,7.5
1725,0,9.5,7.5
1725,2,9.5,7.5
1726,0,9.5,7.5
1726,2,9.5,7.5
1727,0,9.5,7.5
1727,2,9.5,7.5
1728,0,9.5,7.5
1728,2,9.5,7.5
1729,0,9.5,7.5
1729,2,9.5,7.5
1730,0,9.5,7.5
1730,2,9.5,7.5
1731,0,9.5,7.5
1731,2,9.5,7.5
1732,0,9.5,7.5
1732,2,10.5,7.5
1733,0,9.5,7.5
1733,2,10.5,7.5
1734,0,9.5,7.5
1734,2,10.5,7.5
1735,0,9.5,7.5
1735,2,10.5,7.5
1736,0,9.5,7.5
1736,2,10.5,7.5
1737,0,9.5,7.5
1737,2,10.5,7.5
1738,0,9.5,7.5
1738,2,10.5,7.5
1739,0,9.5,7.5
1739,2,10.5,7.5
1740,0,10.5,7.5
1740,2,10.5,7.5
1741,0,10.5,7.5
1741,2,10.5,7.5
1742,0,10.5,7.5
1742,2,10.5,7.5
1743,0,10.5,7.5
1743,2,10.5,7.5
1744,0,10.5,7.5
1744,2,10.5,7.5
1745,0,10.5,7.5
1745,2,10.5,7.5
1746,0,10.5,7.5
1746,2,10.5,7.5
1747,0,10.5,7.5
1747,2,10.5,7.5
1748,0,10.5,7.5
1748,2,10.5,7.5
1749,0,10.5,7.5
1749,2,10.5,7.5
1750,0,10.5,7.5
1750,2,10.5,7.5
1751,0,10.5,7.5
1751,2,10.5,7.5
1752,0,10.5,7.5
1752,2,9.5,7.5
1753,0,10.5,7.5
1753,2,9.5,7.5
1754,0,10.5,7.5
1754,2,9.5,7.5
1755,0,10.5,7.5
1755,2,9.5,7.5
1756,0,10.5,7.5
1756,2,9.5,7.5
1757,0,10.5,7.5
1757,2,9.5,7.5
1758,0,10.5,7.5
1758,2,9.5,7.5
1759,0,10.5,7.5
1759,2,9.5,7.5
1760,0,0.5,8.5
1760,2,0.5,8.5
1761,0,0.5,8.5
1761,2,0.5,8.5
1762,0,0.5,8.5
1762,2,0.5,8.5
1763,0,0.5,8.5
1763,2,0.5,8.5
1764,0,0.5,8.5
1764,2,0.5,8.5
1765,0,0.5,8.5
1765,2,0.5,8.5
1766,0,0.5,8.5
1766,2,0.5,8.5
1767,0,0.5,8.5
1767,2,0.5,8.5
1768,0,0.5,8.5
1768,2,0.5,8.5
1769,0,0.5,8.5
1769,2,0.5,8.5
1770,0,0.5,8.5
1770,2,0.5,8.5
1771,0,0.5,8.5
1771,2,0.5,8.5
1772,0,0.5,8.5
1772,2,0.5,8.5
1773,0,0.5,8.5
1773,2,0.5,8.5
1774,0,0.5,8.5
1774,2,0.5,8.5
1775,0,0.5,8.5
1775,2,0.5,8.5
1776,0,0.5,8.5
1776,2,1.5,8.5
1777,0,0.5,8.5
1777,2,1.5,8.5
1778,0,0.5,8.5
1778,2,1.5,8.5
1779,0,0.5,8.5
1779,2,1.5,8.5
1780,0,1.5,8.5
1780,2,1.5,8.5
1781,0,1.5,8.5
1781,2,1.5,8.5
1782,0,1.5,8.5
1782,2,1.5,8.5
1783,0,1.5,8.5
1783,2,1.5,8.5
1784,0,1.5,8.5
1784,2,1.5,8.5
1785,0,1.5,8.5
1785,2,1.5,8.5
1786,0,1.5,8.5
1786,2,1.5,8.5
1787,0,1.5,8.5
1787,2,1.5,8.5
1788,0,1.5,8.5
1788,2,1.5,8.5
1789,0,1.5,8.5
1789,2,1.5,8.5
1790,0,1.5,8.5
1790,2,1.5,8.5
1791,0,1.5,8.5
1791,2,1.5,8.5
1792,0,1.5,8.5
1792,2,1.5,8.5
1793,0,1.5,8.5
1793,2,1.5,8.5
1794,0,1.5,8.5
1794,2,1.5,8.5
1795,0,1.5,8.5
1795,2,1.5,8.5
1796,0,1.5,8.5
1796,2,2.5,8.5
1797,0,1.5,8.5
1797,2,2.5,8.5
1798,0,1.5,8.5
1798,2,2.5,8.5
1799,0,1.5,8.5
1799,2,2.5,8.5
1800,0,2.5,8.5
1800,2,2.5,8.5
1801,0,2.5,8.5
1801,2,2.5,8.5
1802,0,2.5,8.5
1802,2,2.5,8.5
1803,0,2.5,8.5
1803,2,2.5,8.5
1804,0,2.5,8.5
1804,2,2.5,8.5
1805,0,2.5,8.5
1805,2,2.5,8.5
1806,0,2.5,8.5
1806,2,2.5,8.5
1807,0,2.5,8.5
1807,2,2.5,8.5
1808,0,2.5,8.5
1808,2,2.5,8.5
1809,0,2.5,8.5
1809,2,2.5,8.5
1810,0,2.5,8.5
1810,2,2.5,8.5
1811,0,2.5,8.5
1811,2,2.5,8.5
1812,0,2.5,8.5
1812,2,2.5,8.5
1813,0,2.5,8.5
1813,2,2.5,8.5
1814,0,2.5,8.5
1814,2,2.5,8.5
1815,0,2.5,8.5
1815,2,2.5,8.5
1816,0,2.5,8.5
1816,2,3.5,8.5
1817,0,2.5,8.5
1817,2,3.5,8.5
1818,0,2.5,8.5
1818,2,3.5,8.5
1819,0,2.5,8.5
1819,2,3.5,8.5
1820,0,3.5,8.5
1820,2,3.5,8.5
1821,0,3.5,8.5
1821,2,3.5,8.5
1822,0,3.5,8.5
1822,2,3.5,8.5
1823,0,3.5,8.5
1823,2,3.5,8.5
1824,0,3.5,8.5
1824,2,3.5,8.5
1825,0,3.5,8.5
1825,2,3.5,8.5
1826,0,3.5,8.5
1826,2,3.5,8.5
1827,0,3.5,8.5
1827,2,3.5,8.5
1828,0,3.5,8.5
1828,2,3.5,8.5
1829,0,3.5,8.5
1829,2,3.5,8.5
1830,0,3.5,8.5
1830,2,3.5,8.5
1831,0,3.5,8.5
1831,2,3.5,8.5
1832,0,3.5,8.5
1832,2,3.5,8.5
1833,0,3.5,8.5
1833,2,3.5,8.5
1834,0,3.5,8.5
1834,2,3.5,8.5
1835,0,3.5,8.5
1835,2,3.5,8.5
1836,0,3.5,8.5
1836,2,4.5,8.5
1837,0,3.5,8.5
1837,2,4.5,8.5
1838,0,3.5,8.5
1838,2,4.5,8.5
1839,0,3.5,8.5
1839,2,4.5,8.5
1840,0,4.5,8.5
1840,2,4.5,8.5
1841,0,4.5,8.5
1841,2,4.5,8.5
1842,0,4.5,8.5
1842,2,4.5,8.5
1843,0,4.5,8.5
1843,2,4.5,8.5
1844,0,4.5,8.5
1844,2,4.5,8.5
1845,0,4.5,8.5
1845,2,4.5,8.5
1846,0,4.5,8.5
1846,2,4.5,8.5
1847,0,4.5,8.5
1847,2,4.5,8.5
1848,0,4.5,8.5
1848,2,4.5,8.5
1849,0,4.5,8.5
1849,2,4.5,8.5
1850,0,4.5,8.5
1850,2,4.5,8.5
1851,0,4.5,8.5
1851,2,4.5,8.5
1852,0,4.5,8.5
1852,2,4.5,8.5
1853,0,4.5,8.5
1853,2,4.5,8.5
1854,0,4.5,8.5
1854,2,4.5,8.5
1855,0,4.5,8.5
1855,2,4.5,8.5
1856,0,4.5,8.5
1856,2,5.5,8.5
1857,0,4.5,8.5
1857,2,5.5,8.5
1858,0,4.5,8.5
1858,2,5.5,8.5
1859,0,4.5,8.5
1859,2,5.5,8.5
1860,0,5.5,8.5
1860,2,5.5,8.5
1861,0,5.5,8.5
1861,2,5.5,8.5
1862,0,5.5,8.5
1862,2,5.5,8.5
1863,0,5.5,8.5
1863,2,5.5,8.5
1864,0,5.5,8.5
1864,2,5.5,8.5
1865,0,5.5,8.5
1865,2,5.5,8.5
1866,0,5.5,8.5
1866,2,5.5,8.5
1867,0,5.5,8.5
1867,2,5.5,8.5
1868,0,5.5,8.5
1868,2,5.5,8.5
1869,0,5.5,8.5
1869,2,5.5,8.5
1870,0,5.5,8.5
1870,2,5.5,8.5
1871,0,5.5,8.5
1871,2,5.5,8.5
1872,0,5.5,8.5
1872,2,5.5,8.5
1873,0,5.5,8.5
1873,2,5.5,8.5
1874,0,5.5,8.5
1874,2,5.5,8.5
1875,0,5.5,8.5
1875,2,5.5,8.5
1876,0,5.5,8.5
1876,2,6.5,8.5
1877,0,5.5,8.5
1877,2,6.5,8.5
1878,0,5.5,8.5
1878,2,6.5,8.5
1879,0,5.5,8.5
1879,2,6.5,8.5
1880,0,6.5,8.5
1880,2,6.5,8.5
1881,0,6.5,8.5
1881,2,6.5,8.5
1882,0,6.5,8.5
1882,2,6.5,8.5
1883,0,6.5,8.5
1883,2,6.5,8.5
1884,0,6.5,8.5
1884,2,6.5,8.5
1885,0,6.5,8.5
1885,2,6.5,8.5
1886,0,6.5,8.5
1886,2,6.5,8.5
1887,0,6.5,8.5
1887,2,6.5,8.5
1888,0,6.5,8.5
1888,2,6.5,8.5
1889,0,6.5,8.5
1889,2,6.5,8.5
1890,0,6.5,8.5
1890,2,6.5,8.5
1891,0,6.5,8.5
1891,2,6.5,8.5
1892,0,6.5,8.5
1892,2,6.5,8.5
1893,0,6.5,8.5
1893,2,6.5,8.5
1894,0,6.5,8.5
1894,2,6.5,8.5
1895,0,6.5,8.5
1895,2,6.5,8.5
1896,0,6.5,8.5
1896,2,7.5,8.5
1897,0,6.5,8.5
1897,2,7.5,8.5
1898,0,6.5,8.5
1898,2,7.5,8.5
1899,0,6.5,8.5
1899,2,7.5,8.5
1900,0,7.5,8.5
1900,2,7.5,8.5
1901,0,7.5,8.5
1901,2,7.5,8.5
1902,0,7.5,8.5
1902,2,7.5,8.5
1903,0,7.5,8.5
1903,2,7.5,8.5
1904,0,7.5,8.5
1904,2,7.5,8.5
1905,0,7.5,8.5
1905,2,7.5,8.5
1906,0,7.5,8.5
1906,2,7.5,8.5
1907,0,7.5,8.5
1907,2,7.5,8.5
1908,0,7.5,8.5
1908,2,7.5,8.5
1909,0,7.5,8.5
1909,2,7.5,8.5
1910,0,7.5,8.5
1910,2,7.5,8.5
1911,0,7.5,8.5
1911,2,7.5,8.5
1912,0,7.5,8.5
1912,2,7.5,8.5
1913,0,7.5,8.5
1913,2,7.5,8.5
1914,0,7.5,8.5
1914,2,7.5,8.5
1915,0,7.5,8.5
1915,2,7.5,8.5
1916,0,7.5,8.5
1916,2,8.5,8.5
1917,0,7.5,8.5
1917,2,8.5,8.5
1918,0,7.5,8.5
1918,2,8.5,8.5
1919,0,7.5,8.5
1919,2,8.5,8.5
1920,0,8.5,8.5
1920,2,8.5,8.5
1921,0,8.5,8.5
1921,2,8.5,8.5
1922,0,8.5,8.5
1922,2,8.5,8.5
1923,0,8.5,8.5
1923,2,8.5,8.5
1924,0,8.5,8.5
1924,2,8.5,8.5
1925,0,8.5,8.5
1925,2,8.5,8.5
1926,0,8.5,8.5
1926,2,8.5,8.5
1927,0,8.5,8.5
1927,2,8.5,8.5
1928,0,8.5,8.5
1928,2,8.5,8.5
1929,0,8.5,8.5
1929,2,8.5,8.5
1930,0,8.5,8.5
1930,2,8.5,8.5
1931,0,8.5,8.5
1931,2,8.5,8.5
1932,0,8.5,8.5
1932,2,8.5,8.5
1933,0,8.5,8.5
1933,2,8.5,8.5
1934,0,8.5,8.5
1934,2,8.5,8.5
1935,0,8.5,8.5
1935,2,8.5,8.5
1936,0,8.5,8.5
1936,2,9.5,8.5
1937,0,8.5,8.5
1937,2,9.5,8.5
1938,0,8.5,8.5
1938,2,9.5,8.5
1939,0,8.5,8.5
1939,2,9.5,8.5
1940,0,9.5,8.5
1940,2,9.5,8.5
1941,0,9.5,8.5
1941,2,9.5,8.5
1942,0,9.5,8.5
1942,2,9.5,8.5
1943,0,9.5,8.5
1943,2,9.5,8.5
1944,0,9.5,8.5
1944,2,9.5,8.5
1945,0,9.5,8.5
1945,2,9.5,8.5
1946,0,9.5,8.5
1946,2,9.5,8.5
1947,0,9.5,8.5
1947,2,9.5,8.5
1948,0,9.5,8.5
1948,2,9.5,8.5
1949,0,9.5,8.5
1949,2,9.5,8.5
1950,0,9.5,8.5
1950,2,9.5,8.5
1951,0,9.5,8.5
1951,2,9.5,8.5
1952,0,9.5,8.5
1952,2,9.5,8.5
1953,0,9.5,8.5
1953,2,9.5,8.5
1954,0,9.5,8.5
1954,2,9.5,8.5
1955,0,9.5,8.5
1955,2,9.5,8.5
1956,0,9.5,8.5
1956,2,10.5,8.5
1957,0,9.5,8.5
1957,2,10.5,8.5
1958,0,9.5,8.5
1958,2,10.5,8.5
1959,0,9.5,8.5
1959,2,10.5,8.5
1960,0,10.5,8.5
1960,2,10.5,8.5
1961,0,10.5,8.5
1961,2,10.5,8.5
1962,0,10.5,8.5
1962,2,10.5,8.5
1963,0,10.5,8.5
1963,2,10.5,8.5
1964,0,10.5,8.5
1964,2,10.5,8.5
1965,0,10.5,8.5
1965,2,10.5,8.5
1966,0,10.5,8.5
1966,2,10.5,8.5
1967,0,10.5,8.5
1967,2,10.5,8.5
1968,0,10.5,8.5
1968,2,10.5,8.5
1969,0,10.5,8.5
1969,2,10.5,8.5
1970,0,10.5,8.5
1970,2,10.5,8.5
1971,0,10.5,8.5
1971,2,10.5,8.5
1972,0,10.5,8.5
1972,2,10.5,8.5
1973,0,10.5,8.5
1973,2,10.5,8.5
1974,0,10.5,8.5
1974,2,10.5,8.5
1975,0,10.5,8.5
1975,2,10.5,8.5
1976,0,10.5,8.5
1976,2,9.5,8.5
1977,0,10.5,8.5
1977,2,9.5,8.5
1978,0,10.5,8.5
1978,2,9.5,8.5
1979,0,10.5,8.5
1979,2,9.5,8.5
1980,0,0.5,9.5
1980,2,0.5,9.5
1981,0,0.5,9.5
1981,2,0.5,9.5
1982,0,0.5,9.5
1982,2,0.5,9.5
1983,0,0.5,9.5
1983,2,0.5,9.5
1984,0,0.5,9.5
1984,2,0.5,9.5
1985,0,0.5,9.5
1985,2,0.5,9.5
1986,0,0.5,9.5
1986,2,0.5,9.5
1987,0,0.5,9.5
1987,2,0.5,9.5
1988,0,0.5,9.5
1988,2,0.5,9.5
1989,0,0.5,9.5
1989,2,0.5,9.5
1990,0,0.5,9.5
1990,2,0.5,9.5
1991,0,0.5,9.5
1991,2,0.5,9.5
1992,0,0.5,9.5
1992,2,0.5,9.5
1993,0,0.5,9.5
1993,2,0.5,9.5
1994,0,0.5,9.5
1994,2,0.5,9.5
1995,0,0.5,9.5
1995,2,0.5,9.5
1996,0,0.5,9.5
1996,2,0.5,9.5
1997,0,0.5,9.5
1997,2,0.5,9.5
1998,0,0.5,9.5
1998,2,1.5,9.5
1999,0,0.5,9.5
1999,2,1.5,9.5
2000,0,1.5,9.5
2000,2,1.5,9.5
2001,0,1.5,9.5
2001,2,1.5,9.5
2002,0,1.5,9.5
2002,2,1.5,9.5
2003,0,1.5,9.5
2003,2,1.5,9.5
2004,0,1.5,9.5
2004,2,1.5,9.5
2005,0,1.5,9.5
2005,2,1.5,9.5
2006,0,1.5,9.5
2006,2,1.5,9.5
2007,0,1.5,9.5
2007,2,1.5,9.5
2008,0,1.5,9.5
2008,2,1.5,9.5
2009,0,1.5,9.5
2009,2,1.5,9.5
2010,0,1.5,9.5
2010,2,1.5,9.5
2011,0,1.5,9.5
2011,2,1.5,9.5
2012,0,1.5,9.5
2012,2,1.5,9.5
2013,0,1.5,9.5
2013,2,1.5,9.5
2014,0,1.5,9.5
2014,2,1.5,9.5
2015,0,1.5,9.5
2015,2,1.5,9.5
2016,0,1.5,9.5
2016,2,1.5,9.5
2017,0,1.5,9.5
2017,2,1.5,9.5
2018,0,1.5,9.5
2018,2,2.5,9.5
2019,0,1.5,9.5
2019,2,2.5,9.5
2020,0,2.5,9.5
2020,2,2.5,9.5
2021,0,2.5,9.5
2021,2,2.5,9.5
2022,0,2.5,9.5
2022,2,2.5,9.5
2023,0,2.5,9.5
2023,2,2.5,9.5
2024,0,2.5,9.5
2024,2,2.5,9.5
2025,0,2.5,9.5
2025,2,2.5,9.5
2026,0,2.5,9.5
2026,2,2.5,9.5
2027,0,2.5,9.5
2027,2,2.5,9.5
2028,0,2.5,9.5
2028,2,2.5,9.5
2029,0,2.5,9.5
2029,2,2.5,9.5
2030,0,2.5,9.5
2030,2,2.5,9.5
2031,0,2.5,9.5
2031,2,2.5,9.5
2032,0,2.5,9.5
2032,2,2.5,9.5
2033,0,2.5,9.5
2033,2,2.5,9.5
2034,0,2.5,9.5
2034,2,2.5,9.5
2035,0,2.5,9.5
2035,2,2.5,9.5
2036,0,2.5,9.5
2036,2,2.5,9.5
2037,0,2.5,9.5
2037,2,2.5,9.5
2038,0,2.5,9.5
2038,2,3.5,9.5
2039,0,2.5,9.5
2039,2,3.5,9.5
2040,0,3.5,9.5
2040,2,3.5,9.5
2041,0,3.5,9.5
2041,2,3.5,9.5
2042,0,3.5,9.5
2042,2,3.5,9.5
2043,0,3.5,9.5
2043,2,3.5,9.5
2044,0,3.5,9.5
2044,2,3.5,9.5
2045,0,3.5,9.5
2045,2,3.5,9.5
2046,0,3.5,9.5
2046,2,3.5,9.5
2047,0,3.5,9.5
2047,2,3.5,9.5
2048,0,3.5,9.5
2048,2,3.5,9.5
2049,0,3.5,9.5
2049,2,3.5,9.5
2050,0,3.5,9.5
2050,2,3.5,9.5
2051,0,3.5,9.5
2051,2,3.5,9.5
2052,0,3.5,9.5
2052,2,3.5,9.5
2053,0,3.5,9.5
2053,2,3.5,9.5
2054,0,3.5,9.5
2054,2,3.5,9.5
2055,0,3.5,9.5
2055,2,3.5,9.5
2056,0,3.5,9.5
2056,2,3.5,9.5
2057,0,3.5,9.5
2057,2,3.5,9.5
2058,0,3.5,9.5
2058,2,4.5,9.5
2059,0,3.5,9.5
2059,2,4.5,9.5
2060,0,4.5,9.5
2060,2,4.5,9.5
2061,0,4.5,9.5
2061,2,4.5,9.5
2062,0,4.5,9.5
2062,2,4.5,9.5
2063,0,4.5,9.5
2063,2,4.5,9.5
2064,0,4.5,9.5
2064,2,4.5,9.5
2065,0,4.5,9.5
2065,2,4.5,9.5
2066,0,4.5,9.5
2066,2,4.5,9.5
2067,0,4.5,9.5
2067,2,4.5,9.5
2068,0,4.5,9.5
2068,2,4.5,9.5
2069,0,4.5,9.5
2069,2,4.5,9.5
2070,0,4.5,9.5
2070,2,4.5,9.5
2071,0,4.5,9.5
2071,2,4.5,9.5
2072,0,4.5,9.5
2072,2,4.5,9.5
2073,0,4.5,9.5
2073,2,4.5,9.5
2074,0,4.5,9.5
2074,2,4.5,9.5
2075,0,4.5,9.5
2075,2,4.5,9.5
2076,0,4.5,9.5
2076,2,4.5,9.5
2077,0,4.5,9.5
2077,2,4.5,9.5
2078,0,4.5,9.5
2078,2,5.5,9.5
2079,0,4.5,9.5
2079,2,5.5,9.5
2080,0,5.5,9.5
2080,2,5.5,9.5
2081,0,5.5,9.5
2081,2,5.5,9.5
2082,0,5.5,9.5
2082,2,5.5,9.5
2083,0,5.5,9.5
2083,2,5.5,9.5
2084,0,5.5,9.5
2084,2,5.5,9.5
2085,0,5.5,9.5
2085,2,5.5,9.5
2086,0,5.5,9.5
2086,2,5.5,9.5
2087,0,5.5,9.5
2087,2,5.5,9.5
2088,0,5.5,9.5
2088,2,5.5,9.5
2089,0,5.5,9.5
2089,2,5.5,9.5
2090,0,5.5,9.5
2090,2,5.5,9.5
2091,0,5.5,9.5
2091,2,5.5,9.5
2092,0,5.5,9.5
2092,2,5.5,9.5
2093,0,5.5,9.5
2093,2,5.5,9.5
2094,0,5.5,9.5
2094,2,5.5,9.5
2095,0,5.5,9.5
2095,2,5.5,9.5
2096,0,5.5,9.5
2096,2,5.5,9.5
2097,0,5.5,9.5
2097,2,5.5,9.5
2098,0,5.5,9.5
2098,2,6.5,9.5
2099,0,5.5,9.5
2099,2,6.5,9.5
2100,0,6.5,9.5
2100,2,6.5,9.5
2101,0,6.5,9.5
2101,2,6.5,9.5
2102,0,6.5,9.5
2102,2,6.5,9.5
2103,0,6.5,9.5
2103,2,6.5,9.5
2104,0,6.5,9.5
2104,2,6.5,9.5
2105,0,6.5,9.5
2105,2,6.5,9.5
2106,0,6.5,9.5
2106,2,6.5,9.5
2107,0,6.5,9.5
2107,2,6.5,9.5
2108,0,6.5,9.5
2108,2,6.5,9.5
2109,0,6.5,9.5
2109,2,6.5,9.5
2110,0,6.5,9.5
2110,2,6.5,9.5
2111,0,6.5,9.5
2111,2,6.5,9.5
2112,0,6.5,9.5
2112,2,6.5,9.5
2113,0,6.5,9.5
2113,2,6.5,9.5
2114,0,6.5,9.5
2114,2,6.5,9.5
2115,0,6.5,9.5
2115,2,6.5,9.5
2116,0,6.5,9.5
2116,2,6.5,9.5
2117,0,6.5,9.5
2117,2,6.5,9.5
2118,0,6.5,9.5
2118,2,7.5,9.5
2119,0,6.5,9.5
2119,2,7.5,9.5
2120,0,7.5,9.5
2120,2,7.5,9.5
2121,0,7.5,9.5
2121,2,7.5,9.5
2122,0,7.5,9.5
2122,2,7.5,9.5
2123,0,7.5,9.5
2123,2,7.5,9.5
2124,0,7.5,9.5
2124,2,7.5,9.5
2125,0,7.5,9.5
2125,2,7.5,9.5
2126,0,7.5,9.5
2126,2,7.5,9.5
2127,0,7.5,9.5
2127,2,7.5,9.5
2128,0,7.5,9.5
2128,2,7.5,9.5
2129,0,7.5,9.5
2129,2,7.5,9.5
2130,0,7.5,9.5
2130,2,7.5,9.5
2131,0,7.5,9.5
2131,2,7.5,9.5
2132,0,7.5,9.5
2132,2,7.5,9.5
2133,0,7.5,9.5
2133,2,7.5,9.5
2134,0,7.5,9.5
2134,2,7.5,9.5
2135,0,7.5,9.5
2135,2,7.5,9.5
2136,0,7.5,9.5
2136,2,7.5,9.5
2137,0,7.5,9.5
2137,2,7.5,9.5
2138,0,7.5,9.5
2138,2,8.5,9.5
2139,0,7.5,9.5
2139,2,8.5,9.5
2140,0,8.5,9.5
2140,2,8.5,9.5
2141,0,8.5,9.5
2141,2,8.5,9.5
2142,0,8.5,9.5
2142,2,8.5,9.5
2143,0,8.5,9.5
2143,2,8.5,9.5
2144,0,8.5,9.5
2144,2,8.5,9.5
2145,0,8.5,9.5
2145,2,8.5,9.5
2146,0,8.5,9.5
2146,2,8.5,9.5
2147,0,8.5,9.5
2147,2,8.5,9.5
2148,0,8.5,9.5
2148,2,8.5,9.5
2149,0,8.5,9.5
2149,2,8.5,9.5
2150,0,8.5,9.5
2150,2,8.5,9.5
2151,0,8.5,9.5
2151,2,8.5,9.5
2152,0,8.5,9.5
2152,2,8.5,9.5
2153,0,8.5,9.5
2153,2,8.5,9.5
2154,0,8.5,9.5
2154,2,8.5,9.5
2155,0,8.5,9.5
2155,2,8.5,9.5
2156,0,8.5,9.5
2156,2,8.5,9.5
2157,0,8.5,9.5
2157,2,8.5,9.5
2158,0,8.5,9.5
2158,2,9.5,9.5
2159,0,8.5,9.5
2159,2,9.5,9.5
2160,0,9.5,9.5
2160,2,9.5,9.5
2161,0,9.5,9.5
2161,2,9.5,9.5
2162,0,9.5,9.5
2162,2,9.5,9.5
2163,0,9.5,9.5
2163,2,9.5,9.5
2164,0,9.5,9.5
2164,2,9.5,9.5
2165,0,9.5,9.5
2165,2,9.5,9.5
2166,0,9.5,9.5
2166,2,9.5,9.5
2167,0,9.5,9.5
2167,2,9.5,9.5
2168,0,9.5,9.5
2168,2,9.5,9.5
2169,0,9.5,9.5
2169,2,9.5,9.5
2170,0,9.5,9.5
2170,2,9.5,9.5
2171,0,9.5,9.5
2171,2,9.5,9.5
2172,0,9.5,9.5
2172,2,9.5,9.5
2173,0,9.5,9.5
2173,2,9.5,9.5
2174,0,9.5,9.5
2174,2,9.5,9.5
2175,0,9.5,9.5
2175,2,9.5,9.5
2176,0,9.5,9.5
2176,2,9.5,9.5
2177,0,9.5,9.5
2177,2,9.5,9.5
2178,0,9.5,9.5
2178,2,10.5,9.5
2179,0,9.5,9.5
2179,2,10.5,9.5
2180,0,10.5,9.5
2180,2,10.5,9.5
2181,0,10.5,9.5
2181,2,10.5,9.5
2182,0,10.5,9.5
2182,2,10.5,9.5
2183,0,10.5,9.5
2183,2,10.5,9.5
2184,0,10.5,9.5
2184,2,10.5,9.5
2185,0,10.5,9.5
2185,2,10.5,9.5
2186,0,10.5,9.5
2186,2,10.5,9.5
2187,0,10.5,9.5
2187,2,10.5,9.5
2188,0,10.5,9.5
2188,2,10.5,9.5
2189,0,10.5,9.5
2189,2,10.5,9.5
2190,0,10.5,9.5
2190,2,10.5,9.5
2191,0,10.5,9.5
2191,2,10.5,9.5
2192,0,10.5,9.5
2192,2,10.5,9.5
2193,0,10.5,9.5
2193,2,10.5,9.5
2194,0,10.5,9.5
2194,2,10.5,9.5
2195,0,10.5,9.5
2195,2,10.5,9.5
2196,0,10.5,9.5
2196,2,10.5,9.5
2197,0,10.5,9.5
2197,2,10.5,9.5
2198,0,10.5,9.5
2198,2,9.5,9.5
2199,0,10.5,9.5
2199,2,9.5,9.5
2200,0,0.5,10.5
2200,2,0.5,10.5
2201,0,0.5,10.5
2201,2,0.5,10.5
2202,0,0.5,10.5
2202,2,0.5,10.5
2203,0,0.5,10.5
2203,2,0.5,10.5
2204,0,0.5,10.5
2204,2,0.5,10.5
2205,0,0.5,10.5
2205,2,0.5,10.5
2206,0,0.5,10.5
2206,2,0.5,10.5
2207,0,0.5,10.5
2207,2,0.5,10.5
2208,0,0.5,10.5
2208,2,0.5,10.5
2209,0,0.5,10.5
2209,2,0.5,10.5
2210,0,0.5,10.5
2210,2,0.5,10.5
2211,0,0.5,10.5
2211,2,0.5,10.5
2212,0,0.5,10.5
2212,2,0.5,10.5
2213,0,0.5,10.5
2213,2,0.5,10.5
2214,0,0.5,10.5
2214,2,0.5,10.5
2215,0,0.5,10.5
2215,2,0.5,10.5
2216,0,0.5,10.5
2216,2,0.5,10.5
2217,0,0.5,10.5
2217,2,0.5,10.5
2218,0,0.5,10.5
2218,2,0.5,10.5
2219,0,0.5,10.5
2219,2,1.5,10.5
2220,0,1.5,10.5
2220,2,1.5,10.5
2221,0,1.5,10.5
2221,2,1.5,10.5
2222,0,1.5,10.5
2222,2,1.5,10.5
2223,0,1.5,10.5
2223,2,1.5,10.5
2224,0,1.5,10.5
2224,2,1.5,10.5
2225,0,1.5,10.5
2225,2,1.5,10.5
2226,0,1.5,10.5
2226,2,1.5,10.5
